country,vp,vr,v
El Salvador,0.6999999999999998,0.43999999999999995,0.45585999999999993
Equatorial Guinea,0.6999999999999998,0.3269905140632944,
Eritrea,0.6999999999999997,0.6,
Estonia,0.4342145961505898,0.12597759214313936,0.14909536744369817
Ethiopia,0.6224866506129807,0.2919383715793353,0.31375455799555585
Euro area,,,
Europe & Central Asia,,,
Europe & Central Asia (IDA & IBRD countries),,,
Europe & Central Asia (excluding high income),,,
European Union,,,
Faroe Islands,,,
Fiji,0.5179999999999999,0.22549999999999995,0.24772999999999995
Finland,0.39999999999999997,0.2825,0.29354499999999994
Fragile and conflict affected situations,,,
France,0.5700000000000001,0.2394999999999999,0.26560949999999994
French Polynesia,0.6999999999999998,0.4444999999999999,
Gabon,0.6999999999999998,0.3269905140632944,
"Gambia, The",0.6999999999999997,0.6734349004145419,0.6754007177838657
Georgia,0.5390769999999999,0.201292325,0.22426168289999998
Germany,0.2999999999999999,0.24072669375,0.24535001163749998
Ghana,0.6999999999999997,0.6973988599523725,0.6975393215149442
Gibraltar,,,
Greece,0.44601325999999997,0.14181598750000002,0.1597636265775
Greenland,0.3000000000000001,0.26311504999999996,
Grenada,0.3159999999999999,0.26899999999999996,
Guam,0.39486964955708176,0.22297463449207036,
Guatemala,0.5837106449697208,0.09999999999999998,0.12176697902363741
Guinea,0.6999999999999997,0.6849999999999998,0.6861399999999999
Guinea-Bissau,0.6999999999999997,0.6755000000000001,0.6766025
Guyana,0.3439999999999999,0.2845,
Haiti,0.4723273735671103,0.10621203058808408,0.12634837445193053
Heavily indebted poor countries (HIPC),,,
High income,,,
Honduras,0.6999999999999998,0.391375828971834,0.4024862991288479
"Hong Kong SAR, China",0.32,0.10000000000000002,
Hungary,0.6999999999999998,0.4351049999999999,0.4557668099999999
IBRD only,,,
IDA & IBRD total,,,
IDA blend,,,
IDA only,,,
IDA total,,,
Iceland,0.2999999999999999,0.2588924625,
India,0.6999999999999998,0.52231544875,0.53706326650375
Indonesia,0.3,0.19760155000000001,0.2049742384
"Iran, Islamic Rep.",0.6999999999999998,0.27298385870631203,0.2998858756078144
Iraq,0.6999999999999997,0.6,0.6088
Ireland,0.3000000000000001,0.2663043624999999,0.2689663178624999
Isle of Man,0.2999999999999999,0.2688517875,
Israel,0.6999999999999998,0.5499999999999999,0.5570499999999999
Italy,0.5700000000000001,0.2394999999999999,0.2599909999999999
Jamaica,0.6999999999999998,0.391375828971834,
Japan,0.3,0.20493824999999996,0.21197281949999994
Jordan,0.6999999999999998,0.5499999999999999,0.5622999999999999
Kazakhstan,0.43421459615058977,0.12597759214313936,0.15680129254388442
Kenya,0.6999999999999997,0.6,
Kiribati,0.6999999999999998,0.4444999999999999,
"Korea, Dem. People's Rep.",,,
"Korea, Rep.",0.3,0.20907224999999996,0.21570997574999998
Kosovo,,,
Kuwait,0.6999999999999998,0.4921332951438576,
Kyrgyz Republic,0.6695666402757435,0.1573663400378202,0.20602536856042292
Lao PDR,0.3999999999999998,0.3,0.3076
Late-demographic dividend,,,
Latin America & Caribbean,,,
Latin America & Caribbean (excluding high income),,,
Latin America & the Caribbean (IDA & IBRD countries),,,
Latvia,0.43421459615058977,0.12597759214313936,0.14786241942766834
Least developed countries: UN classification,,,
Lebanon,0.6999999999999998,0.49999999999999994,0.5157999999999999
Lesotho,0.6999999999999997,0.6416008539893611,0.6432360300776588
Liberia,0.6999999999999997,0.6734349004145419,0.6754804130826222
Libya,0.6999999999999997,0.6,
Liechtenstein,0.10500000000000004,0.10000000000000002,
Lithuania,0.4734920000000001,0.2625238,0.2753928602
Low & middle income,,,
Low income,,,
Lower middle income,,,
Luxembourg,0.2999999999999999,0.259837,0.263009877
"Macao SAR, China",0.3000000000000001,0.25749999999999995,
"Macedonia, FYR",0.4472128,0.16786880000000004,0.18351206400000003
Madagascar,0.6999999999999998,0.4424472127146907,0.4571277215899533
Malawi,0.6999999999999998,0.4424472127146907,0.45661261601538267
Malaysia,0.39486964955708176,0.22297463449207036,0.23088180518506085
Maldives,0.6999999999999998,0.44449999999999995,0.46085199999999993
Mali,0.6492645999999999,0.10000000000000003,0.14394116800000004
Malta,0.5700000000000001,0.2394999999999999,0.2679229999999999
Marshall Islands,0.2999999999999999,0.26398755000000007,
Mauritania,0.5864441499999998,0.10000000000000002,0.13648331125000002
Mauritius,0.2999999999999999,0.3,0.3
Mexico,0.6999999999999998,0.3221211,0.3425265606
"Micronesia, Fed. Sts.",0.6999999999999998,0.4444999999999999,0.45855249999999986
Middle East & North Africa,,,
Middle East & North Africa (IDA & IBRD countries),,,
Middle East & North Africa (excluding high income),,,
Middle income,,,
Moldova,0.6999999999999998,0.4153083161363591,0.44292340947113223
Monaco,0.5700000000000001,0.2394999999999999,
Mongolia,0.4342145961505898,0.12597759214313933,0.15094478946774284
Montenegro,0.6999999999999998,0.4409824761499999,0.4629989656772499
Morocco,0.6999999999999998,0.21065281249999998,
Mozambique,0.48000000000000015,0.2999999999999999,0.3075599999999999
Myanmar,0.3639999999999999,0.3,0.304672
Namibia,0.6999999999999997,0.6416008539893611,0.6435280258077122
Nauru,0.37600000000000006,0.26599999999999996,
Nepal,0.6999999999999998,0.39876587499999994,0.42376830737499993
Netherlands,0.2999999999999999,0.25975719999999997,0.26325832359999995
New Caledonia,0.37599999999999983,0.266,
New Zealand,0.2999999999999999,0.24470513500000005,
Nicaragua,0.6999999999999998,0.32104216733095076,0.34036901679707227
Niger,0.6999999999999998,0.10399854999999997,0.15048666309999997
Nigeria,0.6999999999999997,0.6734349004145419,0.6748694157921565
North America,,,
Northern Mariana Islands,0.6999999999999998,0.4444999999999999,
Norway,0.43421459615058977,0.12597759214313936,0.15371892250380992
OECD members,,,
Oman,0.2999999999999999,0.3,
Other small states,,,
Pacific island small states,,,
Pakistan,0.6999999999999998,0.5208940500000001,0.5373717974000001
Palau,0.6999999999999998,0.4444999999999999,
Panama,0.6999999999999997,0.6764212741773349,0.6772229508553055
Papua New Guinea,0.6999999999999998,0.5385999999999999,0.5468313999999997
Paraguay,0.6999999999999998,0.37198697499999994,0.38609153507499994
Peru,0.5818234999999999,0.143717125,0.164308124625
Philippines,0.3,0.22297463449207036,0.22805830861559373
Poland,0.4342145961505898,0.12597759214313936,0.15094478946774287
Portugal,0.10499999999999998,0.10000000000000002,0.10033500000000002
Post-demographic dividend,,,
Pre-demographic dividend,,,
Puerto Rico,0.3489973692170465,0.2999999999999999,
Qatar,0.2999999999999999,0.3,
Romania,0.6999999999999998,0.3258362999999999,0.3591368692999999
Russian Federation,0.6020671383191284,0.14391789639329458,0.17553019408617712
Rwanda,0.7000000000000002,0.6824999999999998,0.6834099999999997
Samoa,0.6999999999999998,0.44449999999999995,0.46085199999999993
San Marino,0.5700000000000001,0.2394999999999999,
Sao Tome and Principe,,,
Saudi Arabia,0.2999999999999999,0.3,
Senegal,0.7000000000000002,0.6849999999999997,0.6859149999999997
Serbia,0.6999999999999998,0.44134872157499994,0.46462733663324995
Seychelles,0.2999999999999999,0.3,0.3
Sierra Leone,0.6999999999999997,0.6734349004145419,0.6755335432817932
Singapore,0.3,0.1525,
Sint Maarten (Dutch part),0.6999999999999998,0.4554999999999999,
Slovak Republic,0.6999999999999998,0.44143322644999994,0.46341140220175
Slovenia,0.6999999999999998,0.34302908809524857,0.3772982956381047
Small states,,,
Solomon Islands,0.6999999999999998,0.3740816249999999,0.3968959112499999
Somalia,0.6224866506129807,0.2919383715793353,
South Africa,0.6999999999999997,0.6416008539893611,0.6430024334936164
South Asia,,,
South Asia (IDA & IBRD),,,
South Sudan,0.6999999999999997,0.6,0.6039
Spain,0.10499999999999998,0.10000000000000002,0.10029000000000002
Sri Lanka,0.7000000000000002,0.673890576643806,0.6757443457020958
St. Kitts and Nevis,0.31000000000000005,0.24799999999999994,
St. Lucia,0.30800000000000005,0.26899999999999996,
St. Martin (French part),,,
St. Vincent and the Grenadines,0.5579999999999999,0.22499999999999998,
Sub-Saharan Africa,,,
Sub-Saharan Africa (IDA & IBRD countries),,,
Sub-Saharan Africa (excluding high income),,,
Sudan,0.6999999999999997,0.6,0.6067999999999999
Suriname,0.6999999999999997,0.6506628849962744,
Swaziland,0.5379999999999998,0.2999999999999999,0.30951999999999985
Sweden,0.3000000000000001,0.26086893749999995,0.264077684625
Switzerland,0.5700000000000001,0.2394999999999999,0.26527899999999993
Syrian Arab Republic,0.6999999999999998,0.49999999999999994,
Tajikistan,0.4342145961505898,0.12597759214313936,0.1487871304396907
Tanzania,0.6999999999999998,0.4424472127146907,0.46150611897380356
Thailand,0.6523446,0.123626645,0.160108183895
Timor-Leste,0.3,0.21804924999999997,0.22575262049999997
Togo,0.6999999999999997,0.6973988599523725,0.6975289169547538
Tonga,0.2999999999999999,0.2999999999999999,0.29999999999999993
Trinidad and Tobago,0.446,0.26899999999999996,
Tunisia,0.5644477,0.10000000000000002,0.13111799590000003
Turkey,0.6999999999999998,0.22103853749999994,0.2478603793999999
Turkmenistan,0.6999999999999998,0.4668822830353192,
Turks and Caicos Islands,0.5579999999999999,0.22499999999999998,
Tuvalu,0.5659999999999998,0.22549999999999995,0.24797299999999994
Uganda,0.6999999999999998,0.3820205969835944,0.40237127877664436
Ukraine,0.6999999999999998,0.4153083161363591,0.4437774845227232
United Arab Emirates,0.2999999999999999,0.3,
United Kingdom,0.2999999999999999,0.2616344,0.26451181999999995
United States,0.3927198494711082,0.27848915166168753,0.28431491724996794
Upper middle income,,,
Uruguay,0.6999999999999998,0.40005741249999993,0.41685419739999985
Uzbekistan,0.4342145961505898,0.12597759214313933,
Vanuatu,0.2999999999999999,0.266,0.268278
"Venezuela, RB",0.6999999999999997,0.6764212741773349,
Vietnam,0.3,0.21724682499999998,0.22312230042499998
Virgin Islands (U.S.),0.3489973692170465,0.2999999999999999,
West Bank and Gaza,0.6999999999999998,0.5499999999999999,0.5615499999999999
World,,,
"Yemen, Rep.",0.2999999999999999,0.3,0.3
Zambia,0.6999999999999998,0.4424472127146907,0.4499162435459646
Zimbabwe,0.6999999999999997,0.6416008539893611,0.6449880044579781
