country,vp,vr,v
Montenegro,0.6999999999999998,0.4409824761499999,0.4623514218676249
Morocco,0.6999999999999998,0.21065281249999998,0.24255824912499996
Mozambique,0.48000000000000015,0.2999999999999999,0.3094139999999999
Myanmar,0.3639999999999999,0.3,
Namibia,0.6999999999999997,0.6416008539893611,0.6435689052099196
Nepal,0.6999999999999998,0.39876587499999994,0.42367793713749996
Netherlands,0.2999999999999999,0.25975719999999997,0.26313759519999996
New Caledonia,0.37599999999999983,0.266,
New Zealand,0.2999999999999999,0.24470513500000005,
Nicaragua,0.6999999999999998,0.32104216733095076,0.33862581076679465
Niger,0.6999999999999998,0.10399854999999997,0.15740027991999997
Nigeria,0.6999999999999997,0.6734349004145419,0.674866759282198
North America,,,
Northern Mariana Islands,0.6999999999999998,0.4444999999999999,
Norway,0.43421459615058977,0.12597759214313936,0.15371892250380992
OECD members,,,
Oman,0.2999999999999999,0.3,
Other small states,,,
Pacific island small states,,,
Pakistan,0.6999999999999998,0.5208940499999999,0.5380703106049999
Palau,0.6999999999999998,0.4444999999999999,
Panama,0.6999999999999997,0.6764212741773349,0.6771757934036601
Papua New Guinea,0.6999999999999998,0.5385999999999999,
Paraguay,0.6999999999999998,0.37198697499999994,0.38530430381499997
Peru,0.5818234999999999,0.143717125,0.162205214025
Philippines,0.3,0.22297463449207036,0.22751142852048742
Poland,0.4342145961505898,0.12597759214313936,0.15029749175932722
Portugal,0.10499999999999998,0.10000000000000002,
Puerto Rico,0.3489973692170465,0.2999999999999999,
Qatar,0.2999999999999999,0.3,
Romania,0.6999999999999998,0.3258363,0.35917428567000004
Russian Federation,0.6020671383191284,0.14391789639329458,0.17351433742170347
Rwanda,0.7000000000000002,0.6824999999999998,0.6834029999999999
Samoa,0.6999999999999998,0.4444999999999999,
San Marino,0.5700000000000001,0.2394999999999999,
Sao Tome and Principe,,,
Saudi Arabia,0.2999999999999999,0.3,
Senegal,0.6999999999999997,0.6849999999999998,0.6859059999999998
Serbia,0.6999999999999998,0.44134872157499994,0.4629978335791724
Seychelles,0.2999999999999999,0.3,0.29999999999999993
Sierra Leone,0.6999999999999997,0.6734349004145419,0.6755096346921662
Singapore,0.3,0.1525,
Sint Maarten (Dutch part),0.6999999999999998,0.4554999999999999,
Slovak Republic,0.6999999999999998,0.44143322644999994,0.4637475390073649
Slovenia,0.6999999999999998,0.34302908809524857,0.3777623578235809
Small states,,,
Solomon Islands,0.6999999999999998,0.3740816249999999,
Somalia,0.6224866506129807,0.2919383715793353,
South Africa,0.6999999999999997,0.6416008539893611,0.6430316330666217
South Asia,,,
South Sudan,0.6999999999999997,0.6,
Spain,0.10499999999999998,0.10000000000000002,0.10027050000000003
Sri Lanka,0.7000000000000002,0.673890576643806,0.6759062241269043
St. Kitts and Nevis,0.31000000000000005,0.24799999999999994,
St. Lucia,0.30800000000000005,0.26899999999999996,
St. Martin (French part),,,
St. Vincent and the Grenadines,0.5579999999999999,0.22499999999999998,
Sub-Saharan Africa (all income levels),,,
Sub-Saharan Africa (developing only),,,
Sudan,0.6999999999999997,0.6,0.60681
Suriname,0.6999999999999997,0.6506628849962744,
Swaziland,0.5379999999999999,0.2999999999999999,0.3096389999999999
Sweden,0.3000000000000001,0.26086893749999995,0.26459421465
Switzerland,0.5700000000000001,0.2394999999999999,0.2646179999999999
Syrian Arab Republic,0.6999999999999998,0.49999999999999994,0.5153599999999999
Tajikistan,0.43421459615058977,0.12597759214313936,0.15171538197776147
Tanzania,0.6999999999999998,0.4424472127146907,0.46148036369507506
Thailand,0.6523446,0.123626645,0.159367978758
Timor-Leste,0.3,0.21804925000000003,0.22549857317500002
Togo,0.6999999999999997,0.6973988599523725,0.6975247551306777
Tonga,0.2999999999999999,0.2999999999999999,
Trinidad and Tobago,0.446,0.26899999999999996,
Tunisia,0.5644477,0.10000000000000002,0.13135021975000002
Turkey,0.6999999999999998,0.22103853749999994,0.24881830232499993
Turkmenistan,0.6999999999999998,0.4668822830353192,
Turks and Caicos Islands,0.5579999999999999,0.22499999999999998,
Tuvalu,0.5659999999999998,0.22549999999999995,
Uganda,0.6999999999999998,0.3820205969835944,0.40049520029884755
Ukraine,0.6999999999999998,0.4153083161363591,0.4443753370588368
United Arab Emirates,0.2999999999999999,0.3,
United Kingdom,0.2999999999999999,0.2616344,0.26384809511999996
United States,0.3927198494711082,0.27848915166168753,0.2838579944587303
Upper middle income,,,
Uruguay,0.6999999999999998,0.40005741249999993,0.4157444098262499
Uzbekistan,0.4342145961505898,0.12597759214313933,0.14891042524129366
Vanuatu,0.2999999999999999,0.266,
"Venezuela, RB",0.6999999999999997,0.6764212741773349,0.6774162964070514
Vietnam,0.3,0.21724682499999998,0.22306437320249997
Virgin Islands (U.S.),0.3489973692170465,0.2999999999999999,
West Bank and Gaza,0.6999999999999998,0.5499999999999999,0.561565
World,,,
"Yemen, Rep.",0.2999999999999999,0.3,0.3
Zambia,0.6999999999999998,0.4424472127146907,0.4516676024995047
Zimbabwe,0.6999999999999997,0.6416008539893611,
