country,vp,vr,v
Maldives,0.6999999999999998,0.44449999999999995,0.46108194999999996
Mali,0.6492645999999999,0.10000000000000003,0.14377638862000003
Malta,0.5700000000000001,0.2394999999999999,
Marshall Islands,0.2999999999999999,0.26398755000000007,
Mauritania,0.5864441499999998,0.10000000000000002,0.13103513677
Mauritius,0.2999999999999999,0.3,0.3
Mexico,0.6999999999999998,0.3221211,0.34048601454
"Micronesia, Fed. Sts.",0.6999999999999998,0.4444999999999999,0.4486390999999999
Middle East & North Africa,,,
Middle East & North Africa (IDA & IBRD countries),,,
Middle East & North Africa (excluding high income),,,
Middle income,,,
Moldova,0.6999999999999998,0.4153083161363591,0.4413291360414959
Monaco,0.5700000000000001,0.2394999999999999,
Mongolia,0.4342145961505898,0.12597759214313933,0.1495577229497093
Montenegro,0.6999999999999998,0.4409824761499999,0.4594245238481199
Morocco,0.6999999999999998,0.21065281249999998,0.24265611856249997
Mozambique,0.48000000000000015,0.2999999999999999,0.3093959999999999
Myanmar,0.3639999999999999,0.3,
Namibia,0.6999999999999997,0.6416008539893611,0.6435105060639089
Nauru,0.37600000000000006,0.26599999999999996,
Nepal,0.6999999999999998,0.39876587499999994,0.42388880102499993
Netherlands,0.2999999999999999,0.25975719999999997,0.2633267363599999
New Caledonia,0.37599999999999983,0.266,
New Zealand,0.2999999999999999,0.24470513500000005,
Nicaragua,0.6999999999999998,0.32104216733095076,0.33862581076679465
Niger,0.6999999999999998,0.10399854999999997,0.15722147948499995
Nigeria,0.6999999999999997,0.6734349004145419,0.6748614462622811
North America,,,
Northern Mariana Islands,0.6999999999999998,0.4444999999999999,
Norway,0.43421459615058977,0.12597759214313936,0.15464363351583227
OECD members,,,
Oman,0.2999999999999999,0.3,
Other small states,,,
Pacific island small states,,,
Pakistan,0.6999999999999998,0.5208940499999999,0.5380703106049999
Palau,0.6999999999999998,0.4444999999999999,
Panama,0.6999999999999997,0.6764212741773349,0.6772182351101409
Papua New Guinea,0.6999999999999998,0.5385999999999999,0.5462503599999998
Paraguay,0.6999999999999998,0.37198697499999994,0.38596032986499995
Peru,0.5818234999999999,0.143717125,0.1631252374125
Philippines,0.99,0.99,1.9846279072851474
Poland,0.4342145961505898,0.12597759214313936,0.15072902356493761
Portugal,0.10499999999999998,0.10000000000000002,0.10032250000000002
Post-demographic dividend,,,
Pre-demographic dividend,,,
Puerto Rico,0.3489973692170465,0.2999999999999999,
Qatar,0.2999999999999999,0.3,
Romania,0.6999999999999998,0.3258363,0.35917428567000004
Russian Federation,0.6020671383191284,0.14391789639329458,0.17094870166691878
Rwanda,0.7000000000000002,0.6824999999999998,0.6833977499999998
Samoa,0.6999999999999998,0.4444999999999999,0.4606475999999999
San Marino,0.5700000000000001,0.2394999999999999,
Sao Tome and Principe,,,
Saudi Arabia,0.2999999999999999,0.3,
Senegal,0.6999999999999997,0.6849999999999998,0.6859089999999999
Serbia,0.6999999999999998,0.44134872157499994,0.4629978335791724
Seychelles,0.2999999999999999,0.3,0.29999999999999993
Sierra Leone,0.6999999999999997,0.6734349004145419,0.6755361997917517
Singapore,0.3,0.1525,
Sint Maarten (Dutch part),0.6999999999999998,0.4554999999999999,
Slovak Republic,0.6999999999999998,0.44143322644999994,0.46372168233000993
Slovenia,0.6999999999999998,0.34302908809524857,0.37669144508786656
Small states,,,
Solomon Islands,0.6999999999999998,0.3740816249999999,0.39027976823749994
Somalia,0.6224866506129807,0.2919383715793353,
South Africa,0.6999999999999997,0.6416008539893611,0.6430433128958238
South Asia,,,
South Asia (IDA & IBRD),,,
South Sudan,0.6999999999999997,0.6,
Spain,0.10499999999999998,0.10000000000000002,0.10028800000000002
Sri Lanka,0.7000000000000002,0.673890576643806,0.6757887317218013
St. Kitts and Nevis,0.31000000000000005,0.24799999999999994,
St. Lucia,0.30800000000000005,0.26899999999999996,
St. Martin (French part),,,
St. Vincent and the Grenadines,0.5579999999999999,0.22499999999999998,
Sub-Saharan Africa,,,
Sub-Saharan Africa (IDA & IBRD countries),,,
Sub-Saharan Africa (excluding high income),,,
Sudan,0.6999999999999997,0.6,0.6068199999999999
Suriname,0.6999999999999997,0.6506628849962744,
Swaziland,0.5379999999999999,0.2999999999999999,0.30951999999999985
Sweden,0.3000000000000001,0.26086893749999995,0.26427333993749996
Switzerland,0.5700000000000001,0.2394999999999999,0.26623744999999993
Syrian Arab Republic,0.6999999999999998,0.49999999999999994,0.5152999999999999
Tajikistan,0.43421459615058977,0.12597759214313936,0.15171538197776147
Tanzania,0.6999999999999998,0.4424472127146907,0.46142885313761794
Thailand,0.6523446,0.123626645,0.1587863890075
Timor-Leste,0.3,0.21804925000000003,0.22541662242500002
Togo,0.6999999999999997,0.6973988599523725,0.6975244950166729
Tonga,0.5071577884854748,0.5071577884854748,0.5071577884854748
Trinidad and Tobago,0.446,0.26899999999999996,
Tunisia,0.5644477,0.10000000000000002,0.13125733021000002
Turkey,0.6999999999999998,0.22103853749999994,0.24881830232499993
Turkmenistan,0.6999999999999998,0.4668822830353192,
Turks and Caicos Islands,0.5579999999999999,0.22499999999999998,
Tuvalu,0.5659999999999998,0.22549999999999995,
Uganda,0.6999999999999998,0.3820205969835944,0.40135374468699186
Ukraine,0.6999999999999998,0.4153083161363591,0.44454615206915504
United Arab Emirates,0.2999999999999999,0.3,
United Kingdom,0.2999999999999999,0.2616344,0.26451565656
United States,0.7915896877346467,0.5613394405662196,0.5730822031718094
Upper middle income,,,
Uruguay,0.6999999999999998,0.40005741249999993,0.41547446149749995
Uzbekistan,0.4342145961505898,0.12597759214313933,0.14884877784049216
Vanuatu,0.32775834516083696,0.29061239937594224,0.29310117774353023
"Venezuela, RB",0.6999999999999997,0.6764212741773349,0.6771710776584956
Vietnam,0.3,0.21724682499999998,0.22264233200999997
Virgin Islands (U.S.),0.3489973692170465,0.2999999999999999,
West Bank and Gaza,0.6999999999999998,0.5499999999999999,0.561565
World,,,
"Yemen, Rep.",0.2999999999999999,0.3,0.29999999999999993
Zambia,0.6999999999999998,0.4424472127146907,0.4522599739102609
Zimbabwe,0.6999999999999997,0.6416008539893611,
