country,hazard,rp,income_cat,fa,v
Algeria,surge,1000.0,poor,0.0,0.5503924
Algeria,surge,1500.0,nonpoor,0.0,0.10000000000000002
Algeria,surge,1500.0,poor,0.0,0.5503924
Algeria,surge,2000.0,nonpoor,0.0,0.10000000000000002
Algeria,surge,2000.0,poor,0.0,0.5503924
Algeria,tsunami,1.0,nonpoor,0.0,0.10000000000000002
Algeria,tsunami,1.0,poor,0.0,0.5503924
Algeria,tsunami,20.0,nonpoor,0.0,0.10000000000000002
Algeria,tsunami,20.0,poor,0.0,0.5503924
Algeria,tsunami,50.0,nonpoor,0.0,0.10000000000000002
Algeria,tsunami,50.0,poor,0.0,0.5503924
Algeria,tsunami,100.0,nonpoor,0.0,0.10000000000000002
Algeria,tsunami,100.0,poor,0.0,0.5503924
Algeria,tsunami,250.0,nonpoor,0.0,0.10000000000000002
Algeria,tsunami,250.0,poor,0.0,0.5503924
Algeria,tsunami,500.0,nonpoor,0.0,0.10000000000000002
Algeria,tsunami,500.0,poor,0.0,0.5503924
Algeria,tsunami,1000.0,nonpoor,0.0,0.10000000000000002
Algeria,tsunami,1000.0,poor,0.0,0.5503924
Algeria,tsunami,1500.0,nonpoor,0.0,0.10000000000000002
Algeria,tsunami,1500.0,poor,0.0,0.5503924
Algeria,tsunami,2000.0,nonpoor,0.0,0.10000000000000002
Algeria,tsunami,2000.0,poor,0.0,0.5503924
Algeria,wind,1.0,nonpoor,0.0,0.10000000000000002
Algeria,wind,1.0,poor,0.0,0.5503924
Algeria,wind,20.0,nonpoor,0.0,0.10000000000000002
Algeria,wind,20.0,poor,0.0,0.5503924
Algeria,wind,50.0,nonpoor,0.0,0.10000000000000002
Algeria,wind,50.0,poor,0.0,0.5503924
Algeria,wind,100.0,nonpoor,0.0,0.10000000000000002
Algeria,wind,100.0,poor,0.0,0.5503924
Algeria,wind,250.0,nonpoor,0.0,0.10000000000000002
Algeria,wind,250.0,poor,0.0,0.5503924
Algeria,wind,500.0,nonpoor,0.0,0.10000000000000002
Algeria,wind,500.0,poor,0.0,0.5503924
Algeria,wind,1000.0,nonpoor,0.0,0.10000000000000002
Algeria,wind,1000.0,poor,0.0,0.5503924
Algeria,wind,1500.0,nonpoor,0.0,0.10000000000000002
Algeria,wind,1500.0,poor,0.0,0.5503924
Algeria,wind,2000.0,nonpoor,0.0,0.10000000000000002
Algeria,wind,2000.0,poor,0.0,0.5503924
Angola,earthquake,1.0,nonpoor,1.7826629873951647e-05,0.6999999999999998
Angola,earthquake,1.0,poor,1.7826629873951647e-05,0.3
Angola,earthquake,20.0,nonpoor,9.211651071639814e-05,0.6999999999999998
Angola,earthquake,20.0,poor,9.211651071639814e-05,0.3
Angola,earthquake,50.0,nonpoor,0.00029835374860551846,0.6999999999999998
Angola,earthquake,50.0,poor,0.00029835374860551846,0.3
Angola,earthquake,100.0,nonpoor,0.0005683446478623913,0.6999999999999998
Angola,earthquake,100.0,poor,0.0005683446478623913,0.3
Angola,earthquake,250.0,nonpoor,0.0013963892496427657,0.6999999999999998
Angola,earthquake,250.0,poor,0.0013963892496427657,0.3
Angola,earthquake,500.0,nonpoor,0.002785081206836931,0.6999999999999998
Angola,earthquake,500.0,poor,0.002785081206836931,0.3
Angola,earthquake,1000.0,nonpoor,0.005353215899334517,0.6999999999999998
Angola,earthquake,1000.0,poor,0.005353215899334517,0.3
Angola,earthquake,1500.0,nonpoor,0.007547697243185931,0.6999999999999998
Angola,earthquake,1500.0,poor,0.007547697243185931,0.3
Angola,earthquake,2000.0,nonpoor,9.988596076112035e-18,0.6999999999999998
Angola,earthquake,2000.0,poor,9.988596076112035e-18,0.3
Angola,flood,1.0,nonpoor,0.00038632897100729943,0.6999999999999998
Angola,flood,1.0,poor,0.001998986602276302,0.3
Angola,flood,20.0,nonpoor,0.005220860472424737,0.6999999999999998
Angola,flood,20.0,poor,0.02701436060961058,0.3
Angola,flood,50.0,nonpoor,0.00920030294593655,0.6999999999999998
Angola,flood,50.0,poor,0.047605237261543254,0.3
Angola,flood,100.0,nonpoor,0.010208668768188702,0.6999999999999998
Angola,flood,100.0,poor,0.05282283656200394,0.3
Angola,flood,250.0,nonpoor,0.011302212257864267,0.6999999999999998
Angola,flood,250.0,poor,0.05848117168289402,0.3
Angola,flood,500.0,nonpoor,0.013107634660207444,0.6999999999999998
Angola,flood,500.0,poor,0.06782299035189909,0.3
Angola,flood,1000.0,nonpoor,0.015726801618356073,0.6999999999999998
Angola,flood,1000.0,poor,0.08137537718121861,0.3
Angola,flood,1500.0,nonpoor,0.01724064395362049,0.6999999999999998
Angola,flood,1500.0,poor,0.08920846963157762,0.3
Angola,flood,2000.0,nonpoor,-1.7420111556739385e-16,0.6999999999999998
Angola,flood,2000.0,poor,-9.0137090990835e-16,0.3
Angola,surge,1.0,nonpoor,0.0,0.6999999999999998
Angola,surge,1.0,poor,0.0,0.3
Angola,surge,20.0,nonpoor,0.0,0.6999999999999998
Angola,surge,20.0,poor,0.0,0.3
Angola,surge,50.0,nonpoor,0.0,0.6999999999999998
Angola,surge,50.0,poor,0.0,0.3
Angola,surge,100.0,nonpoor,0.0,0.6999999999999998
Angola,surge,100.0,poor,0.0,0.3
Angola,surge,250.0,nonpoor,0.0,0.6999999999999998
Angola,surge,250.0,poor,0.0,0.3
Angola,surge,500.0,nonpoor,0.0,0.6999999999999998
Angola,surge,500.0,poor,0.0,0.3
Angola,surge,1000.0,nonpoor,0.0,0.6999999999999998
Angola,surge,1000.0,poor,0.0,0.3
Angola,surge,1500.0,nonpoor,0.0,0.6999999999999998
Angola,surge,1500.0,poor,0.0,0.3
Angola,surge,2000.0,nonpoor,0.0,0.6999999999999998
Angola,surge,2000.0,poor,0.0,0.3
Angola,tsunami,1.0,nonpoor,0.0,0.6999999999999998
Angola,tsunami,1.0,poor,0.0,0.3
Angola,tsunami,20.0,nonpoor,0.0,0.6999999999999998
Angola,tsunami,20.0,poor,0.0,0.3
Angola,tsunami,50.0,nonpoor,0.0,0.6999999999999998
Angola,tsunami,50.0,poor,0.0,0.3
Angola,tsunami,100.0,nonpoor,0.0,0.6999999999999998
Angola,tsunami,100.0,poor,0.0,0.3
Angola,tsunami,250.0,nonpoor,0.0,0.6999999999999998
Angola,tsunami,250.0,poor,0.0,0.3
Angola,tsunami,500.0,nonpoor,0.0,0.6999999999999998
Angola,tsunami,500.0,poor,0.0,0.3
Angola,tsunami,1000.0,nonpoor,0.0,0.6999999999999998
Angola,tsunami,1000.0,poor,0.0,0.3
Angola,tsunami,1500.0,nonpoor,0.0,0.6999999999999998
Angola,tsunami,1500.0,poor,0.0,0.3
Angola,tsunami,2000.0,nonpoor,0.0,0.6999999999999998
Angola,tsunami,2000.0,poor,0.0,0.3
Angola,wind,1.0,nonpoor,0.0,0.6999999999999998
Angola,wind,1.0,poor,0.0,0.3
Angola,wind,20.0,nonpoor,0.0,0.6999999999999998
Angola,wind,20.0,poor,0.0,0.3
Angola,wind,50.0,nonpoor,0.0,0.6999999999999998
Angola,wind,50.0,poor,0.0,0.3
Angola,wind,100.0,nonpoor,0.0,0.6999999999999998
Angola,wind,100.0,poor,0.0,0.3
Angola,wind,250.0,nonpoor,0.0,0.6999999999999998
Angola,wind,250.0,poor,0.0,0.3
Angola,wind,500.0,nonpoor,0.0,0.6999999999999998
Angola,wind,500.0,poor,0.0,0.3
Angola,wind,1000.0,nonpoor,0.0,0.6999999999999998
Angola,wind,1000.0,poor,0.0,0.3
Angola,wind,1500.0,nonpoor,0.0,0.6999999999999998
Angola,wind,1500.0,poor,0.0,0.3
Angola,wind,2000.0,nonpoor,0.0,0.6999999999999998
Angola,wind,2000.0,poor,0.0,0.3
Antigua and Barbuda,earthquake,1.0,nonpoor,0.01286361996587796,0.21750000000000005
Antigua and Barbuda,earthquake,1.0,poor,0.01286361996587796,0.3
Antigua and Barbuda,earthquake,20.0,nonpoor,0.10784776713103245,0.21750000000000005
Antigua and Barbuda,earthquake,20.0,poor,0.10784776713103245,0.3
Antigua and Barbuda,earthquake,50.0,nonpoor,0.23700891722002662,0.21750000000000005
Antigua and Barbuda,earthquake,50.0,poor,0.23700891722002662,0.3
Antigua and Barbuda,earthquake,100.0,nonpoor,0.35803848473130956,0.21750000000000005
Antigua and Barbuda,earthquake,100.0,poor,0.35803848473130956,0.3
Antigua and Barbuda,earthquake,250.0,nonpoor,0.5382946645007747,0.21750000000000005
Antigua and Barbuda,earthquake,250.0,poor,0.5382946645007747,0.3
Antigua and Barbuda,earthquake,500.0,nonpoor,0.689984177482834,0.21750000000000005
Antigua and Barbuda,earthquake,500.0,poor,0.689984177482834,0.3
Antigua and Barbuda,earthquake,1000.0,nonpoor,0.8322246597647805,0.21750000000000005
Antigua and Barbuda,earthquake,1000.0,poor,0.8322246597647805,0.3
Antigua and Barbuda,earthquake,1500.0,nonpoor,0.9000000000000001,0.22474146243250406
Antigua and Barbuda,earthquake,1500.0,poor,0.9000000000000001,0.3099882240448331
Antigua and Barbuda,earthquake,2000.0,nonpoor,0.0,0.21750000000000005
Antigua and Barbuda,earthquake,2000.0,poor,0.0,0.3
Antigua and Barbuda,flood,1.0,nonpoor,0.0,0.21750000000000005
Antigua and Barbuda,flood,1.0,poor,0.0,0.3
Antigua and Barbuda,flood,20.0,nonpoor,0.0,0.21750000000000005
Antigua and Barbuda,flood,20.0,poor,0.0,0.3
Antigua and Barbuda,flood,50.0,nonpoor,0.0,0.21750000000000005
Antigua and Barbuda,flood,50.0,poor,0.0,0.3
Antigua and Barbuda,flood,100.0,nonpoor,0.0,0.21750000000000005
Antigua and Barbuda,flood,100.0,poor,0.0,0.3
Antigua and Barbuda,flood,250.0,nonpoor,0.0,0.21750000000000005
Antigua and Barbuda,flood,250.0,poor,0.0,0.3
Antigua and Barbuda,flood,500.0,nonpoor,0.0,0.21750000000000005
Antigua and Barbuda,flood,500.0,poor,0.0,0.3
Antigua and Barbuda,flood,1000.0,nonpoor,0.0,0.21750000000000005
Antigua and Barbuda,flood,1000.0,poor,0.0,0.3
Antigua and Barbuda,flood,1500.0,nonpoor,0.0,0.21750000000000005
Antigua and Barbuda,flood,1500.0,poor,0.0,0.3
Antigua and Barbuda,flood,2000.0,nonpoor,0.0,0.21750000000000005
Antigua and Barbuda,flood,2000.0,poor,0.0,0.3
Antigua and Barbuda,surge,1.0,nonpoor,0.023001023582204003,0.21750000000000005
Antigua and Barbuda,surge,1.0,poor,0.02561266619544816,0.3
Antigua and Barbuda,surge,20.0,nonpoor,0.3179049592197386,0.21750000000000005
Antigua and Barbuda,surge,20.0,poor,0.354001358820941,0.3
Antigua and Barbuda,surge,50.0,nonpoor,0.5972213333082819,0.21750000000000005
Antigua and Barbuda,surge,50.0,poor,0.6650326060558639,0.3
Antigua and Barbuda,surge,100.0,nonpoor,0.8474101959940125,0.21750000000000005
Antigua and Barbuda,surge,100.0,poor,0.9436290695083137,0.3
Antigua and Barbuda,surge,250.0,nonpoor,0.8800157873636144,0.2926137060080089
Antigua and Barbuda,surge,250.0,poor,0.9799368505455425,0.4036051117351846
Antigua and Barbuda,surge,500.0,nonpoor,0.8800157873636144,0.3326433303267111
Antigua and Barbuda,surge,500.0,poor,0.9799368505455425,0.45881838665753244
Antigua and Barbuda,surge,1000.0,nonpoor,0.8800157873636144,0.3870868739849524
Antigua and Barbuda,surge,1000.0,poor,0.9799368505455425,0.5339129296344169
Antigua and Barbuda,surge,1500.0,nonpoor,0.8800157873636144,0.3961183468218263
Antigua and Barbuda,surge,1500.0,poor,0.9799368505455425,0.5463701335473464
Antigua and Barbuda,surge,2000.0,nonpoor,1.5536582891234262e-14,0.21750000000000005
Antigua and Barbuda,surge,2000.0,poor,1.730067838019943e-14,0.3
Antigua and Barbuda,tsunami,1.0,nonpoor,0.0,0.21750000000000005
Antigua and Barbuda,tsunami,1.0,poor,0.0,0.3
Antigua and Barbuda,tsunami,20.0,nonpoor,0.0,0.21750000000000005
Antigua and Barbuda,tsunami,20.0,poor,0.0,0.3
Antigua and Barbuda,tsunami,50.0,nonpoor,0.0,0.21750000000000005
Antigua and Barbuda,tsunami,50.0,poor,0.0,0.3
Antigua and Barbuda,tsunami,100.0,nonpoor,0.0,0.21750000000000005
Antigua and Barbuda,tsunami,100.0,poor,0.0,0.3
Antigua and Barbuda,tsunami,250.0,nonpoor,0.0,0.21750000000000005
Antigua and Barbuda,tsunami,250.0,poor,0.0,0.3
Antigua and Barbuda,tsunami,500.0,nonpoor,0.001807831590184256,0.21750000000000005
Antigua and Barbuda,tsunami,500.0,poor,0.001807831590184256,0.3
Antigua and Barbuda,tsunami,1000.0,nonpoor,0.007794901390875437,0.21750000000000005
Antigua and Barbuda,tsunami,1000.0,poor,0.007794901390875437,0.3
Antigua and Barbuda,tsunami,1500.0,nonpoor,0.013628268910619778,0.21750000000000005
Antigua and Barbuda,tsunami,1500.0,poor,0.013628268910619778,0.3
Antigua and Barbuda,tsunami,2000.0,nonpoor,0.06084658550498696,0.21750000000000005
Antigua and Barbuda,tsunami,2000.0,poor,0.06084658550498696,0.3
Antigua and Barbuda,wind,1.0,nonpoor,0.0640874719323447,0.21750000000000005
Antigua and Barbuda,wind,1.0,poor,0.0640874719323447,0.3
Antigua and Barbuda,wind,20.0,nonpoor,0.6416484697031708,0.21750000000000005
Antigua and Barbuda,wind,20.0,poor,0.6416484697031708,0.3
Antigua and Barbuda,wind,50.0,nonpoor,0.9,0.540572385921282
Antigua and Barbuda,wind,50.0,poor,0.9,0.7456170840293543
Antigua and Barbuda,wind,100.0,nonpoor,0.9,0.6746948870575218
Antigua and Barbuda,wind,100.0,poor,0.9,0.9306136373207194
Antigua and Barbuda,wind,250.0,nonpoor,0.9,0.7639872512860902
Antigua and Barbuda,wind,250.0,poor,0.9,0.99
Antigua and Barbuda,wind,500.0,nonpoor,0.0,0.21750000000000005
Antigua and Barbuda,wind,500.0,poor,0.0,0.3
Antigua and Barbuda,wind,1000.0,nonpoor,0.0,0.21750000000000005
Antigua and Barbuda,wind,1000.0,poor,0.0,0.3
Antigua and Barbuda,wind,1500.0,nonpoor,0.0,0.21750000000000005
Antigua and Barbuda,wind,1500.0,poor,0.0,0.3
Antigua and Barbuda,wind,2000.0,nonpoor,0.0,0.21750000000000005
Antigua and Barbuda,wind,2000.0,poor,0.0,0.3
Argentina,earthquake,1.0,nonpoor,0.0014584170440166842,0.3973657374999999
Argentina,earthquake,1.0,poor,0.0014584170440166842,0.6999999999999998
Argentina,earthquake,20.0,nonpoor,0.006165198483059586,0.3973657374999999
Argentina,earthquake,20.0,poor,0.006165198483059586,0.6999999999999998
Argentina,earthquake,50.0,nonpoor,0.012445583700247686,0.3973657374999999
Argentina,earthquake,50.0,poor,0.012445583700247686,0.6999999999999998
Argentina,earthquake,100.0,nonpoor,0.018555809094622427,0.3973657374999999
Argentina,earthquake,100.0,poor,0.018555809094622427,0.6999999999999998
Argentina,earthquake,250.0,nonpoor,0.027715809907740568,0.3973657374999999
Argentina,earthquake,250.0,poor,0.027715809907740568,0.6999999999999998
Argentina,earthquake,500.0,nonpoor,0.03482874021914427,0.3973657374999999
Argentina,earthquake,500.0,poor,0.03482874021914427,0.6999999999999998
Argentina,earthquake,1000.0,nonpoor,0.042011116700482826,0.3973657374999999
Argentina,earthquake,1000.0,poor,0.042011116700482826,0.6999999999999998
Argentina,earthquake,1500.0,nonpoor,0.04623062659362199,0.3973657374999999
Argentina,earthquake,1500.0,poor,0.04623062659362199,0.6999999999999998
Argentina,earthquake,2000.0,nonpoor,0.0,0.3973657374999999
Argentina,earthquake,2000.0,poor,0.0,0.6999999999999998
Argentina,flood,1.0,nonpoor,0.0007047371065563493,0.3973657374999999
Argentina,flood,1.0,poor,0.0007847562175336961,0.6999999999999998
Argentina,flood,20.0,nonpoor,0.005234441770213713,0.3973657374999999
Argentina,flood,20.0,poor,0.005828784501735116,0.6999999999999998
Argentina,flood,50.0,nonpoor,0.009734401172704481,0.3973657374999999
Argentina,flood,50.0,poor,0.010839690110224579,0.6999999999999998
Argentina,flood,100.0,nonpoor,0.013946502750163282,0.3973657374999999
Argentina,flood,100.0,poor,0.015530053184685427,0.6999999999999998
Argentina,flood,250.0,nonpoor,0.02085235917267481,0.3973657374999999
Argentina,flood,250.0,poor,0.023220032489794724,0.6999999999999998
Argentina,flood,500.0,nonpoor,0.027551515828355508,0.3973657374999999
Argentina,flood,500.0,poor,0.03067984238041713,0.6999999999999998
Argentina,flood,1000.0,nonpoor,0.03590177729352997,0.3973657374999999
Argentina,flood,1000.0,poor,0.03997823115811054,0.6999999999999998
Argentina,flood,1500.0,nonpoor,0.03872652315701906,0.3973657374999999
Argentina,flood,1500.0,poor,0.04312371173335312,0.6999999999999998
Argentina,flood,2000.0,nonpoor,2.573799298686725e-16,0.3973657374999999
Argentina,flood,2000.0,poor,2.8660403766702683e-16,0.6999999999999998
Argentina,surge,1.0,nonpoor,0.0,0.3973657374999999
Argentina,surge,1.0,poor,0.0,0.6999999999999998
Argentina,surge,20.0,nonpoor,0.0,0.3973657374999999
Argentina,surge,20.0,poor,0.0,0.6999999999999998
Argentina,surge,50.0,nonpoor,0.0,0.3973657374999999
Argentina,surge,50.0,poor,0.0,0.6999999999999998
Argentina,surge,100.0,nonpoor,0.0,0.3973657374999999
Argentina,surge,100.0,poor,0.0,0.6999999999999998
Argentina,surge,250.0,nonpoor,0.0,0.3973657374999999
Argentina,surge,250.0,poor,0.0,0.6999999999999998
Argentina,surge,500.0,nonpoor,0.0,0.3973657374999999
Argentina,surge,500.0,poor,0.0,0.6999999999999998
Argentina,surge,1000.0,nonpoor,0.0,0.3973657374999999
Argentina,surge,1000.0,poor,0.0,0.6999999999999998
Argentina,surge,1500.0,nonpoor,0.0,0.3973657374999999
Argentina,surge,1500.0,poor,0.0,0.6999999999999998
Argentina,surge,2000.0,nonpoor,0.0,0.3973657374999999
Argentina,surge,2000.0,poor,0.0,0.6999999999999998
Argentina,tsunami,1.0,nonpoor,0.0,0.3973657374999999
Argentina,tsunami,1.0,poor,0.0,0.6999999999999998
Argentina,tsunami,20.0,nonpoor,0.0,0.3973657374999999
Argentina,tsunami,20.0,poor,0.0,0.6999999999999998
Argentina,tsunami,50.0,nonpoor,0.0,0.3973657374999999
Argentina,tsunami,50.0,poor,0.0,0.6999999999999998
Argentina,tsunami,100.0,nonpoor,0.0,0.3973657374999999
Argentina,tsunami,100.0,poor,0.0,0.6999999999999998
Argentina,tsunami,250.0,nonpoor,0.0,0.3973657374999999
Argentina,tsunami,250.0,poor,0.0,0.6999999999999998
Argentina,tsunami,500.0,nonpoor,0.0,0.3973657374999999
Argentina,tsunami,500.0,poor,0.0,0.6999999999999998
Argentina,tsunami,1000.0,nonpoor,0.0,0.3973657374999999
Argentina,tsunami,1000.0,poor,0.0,0.6999999999999998
